,current_ratio,quick_ratio,cash_ratio,working_capital_to_total_assets,debt_to_equity,debt_to_assets,long_term_debt_ratio,operating_margin,net_margin,roa,roe,asset_turnover,revenue_growth_qoq,earnings_growth_qoq,cfo_to_net_income,accruals_ratio,liquidity_profile_score,solvency_profile_score,profitability_profile_score,growth_quality_profile_score,overall_financial_health_score,rel_return_5d,rel_return_10d,rel_return_21d,realized_vol_21d,realized_vol_63d,vol_ratio_21d_63d,beta_63d_to_sector,overnight_gap_1d,abs_return_shock_1d,drawdown_21d,return_zscore_21d,volume_ratio_20d,log_volume,abnormal_volume_flag,sec_sentiment_score,sec_positive_prob,sec_negative_prob,sec_neutral_prob,sec_sentiment_abs,sec_sentiment_change_prev,sec_positive_change_prev,sec_negative_change_prev,sec_chunk_count,sec_log_chunk_count,days_since_prior_event,days_since_prior_same_event_type,current_filing_fundamentals_available,fund_snapshot_is_current_event
roe,0.03841872841154642,0.14435015200326176,0.1748686744696799,0.04084599822795845,-0.10571585695529145,-0.16076620529905702,-0.10928991340072886,0.11562199351188036,0.28532266648391674,0.14747408238597218,1.0,-0.0548824729230683,0.19009823796568126,0.4158081028929713,-0.21947978319958403,0.1185861216032026,0.06455845779241497,0.21474707565255244,0.5786586056713182,0.14673097993231474,0.45086427327635614,0.0021921806670822407,-0.018364874415657737,-0.036595861277812704,-0.12951674536335864,-0.13718386562489465,-0.040048769373100195,0.016575602922853688,-0.062252181156404504,-0.04639956125214937,0.011615614125989684,-0.01632256295015965,0.005814398868163477,-0.07548050238407428,0.03600007089883007,0.148488960482786,0.09662021419588426,-0.1187157818915684,0.0707904284515712,-0.15139511704999803,0.0017565521956770154,-0.01706093258492303,-0.014861177890349134,-0.12080413650065011,-0.12080413650065011,0.014507269006790391,0.08854955516813645,0.03845769618576428,0.03845769618576428
asset_turnover,-0.27873999213218165,0.09003099241366733,-0.16581925105594308,-0.5716108391802751,-0.011004742032602917,0.05103758075534316,0.5548353637834695,-0.2893394133386975,-0.21223712778993203,0.8084037170792033,-0.0548824729230683,1.0,0.18806920835804622,0.027626529513243552,0.0799625338320236,-0.7941735435792947,-0.2950093933995229,-0.2405124536295004,0.13382561153640493,0.32626418138976204,0.02007285978925332,-0.021082211327710074,0.0009853532629041533,-0.022745014726338265,0.09716731014932636,0.09472267146759235,0.03352156722792575,0.0014980925525093249,-0.020922696847328316,-0.039910314920272257,-0.04940561058666429,0.016185722701076807,-0.019289161632221066,-0.03904376461620337,-0.009404469770468389,0.04568265186967036,-0.045080945767669654,-0.06478779583164722,0.07484033607167664,-0.04992509668526583,-0.0031467578201287007,-0.020672675410379534,-0.008389342009313011,-0.10430872986997902,-0.10430872986997902,0.024193458032583624,0.022354659561078877,-0.02410585502678052,-0.02410585502678052
revenue_growth_qoq,0.2437411431570884,-0.30050641682095164,0.27469558896872925,0.1368168646687715,-0.02993826148715264,-0.026634695144991154,0.011045187149167529,-0.12006208442685756,-0.1407333034932685,0.04491919489262529,0.19009823796568126,0.18806920835804622,1.0,0.43419502691717093,-0.08536813342495145,-0.030437269801696157,0.2711337351523616,-0.03052866998085945,0.04185813526032852,0.1626461378324992,0.1673427770713864,0.03928974147500021,0.03910608676432817,0.049661452493842795,0.012658356892986136,-0.06699945046391392,0.08392673740973514,0.013696103316315147,-0.02494029520284361,-0.004341251126396926,0.029930906832341713,0.005467526984759023,-0.04630507026246672,-0.14034690250760806,-0.04223772186226478,0.02528961810275804,0.013801782123349628,-0.05348844862676473,0.0446413088652777,-0.03049888413862761,0.009315720235879671,-0.048777017575811744,-0.052709168179841066,0.00920941272968147,0.00920941272968147,0.07275681691028259,0.1521859354214894,-0.09101770715355827,-0.09101770715355827
earnings_growth_qoq,0.28642229895243504,-0.22601393563367841,0.355146210372739,0.17732214073817443,-0.04865482590212169,-0.11977178844241525,-0.038780180490414005,0.1333174713458459,0.31143017790216476,0.21657694397512495,0.4158081028929713,0.027626529513243552,0.43419502691717093,1.0,-0.24569785212315934,0.044040918676555116,0.3266696663111252,0.13125560843584885,0.3587736011477917,0.27066580176145955,0.4690965442072538,0.03301697531265627,0.026486388685172432,-0.005701598424648556,-0.01687468819809838,-0.04918767787739215,0.010990419758005743,0.09560757704941848,-0.05360660453799136,-0.007877587972474936,0.002262381372868311,-0.03012076708118001,-0.07144968274523136,-0.061829888736687044,-0.029626974871536323,0.07887669054331714,0.050799816118361894,-0.08791765764196703,0.07342896688204872,-0.08068819854009242,-0.002470521808888844,-0.06372032542962584,-0.03175599990953327,0.07994683955673254,0.07994683955673254,0.06653635377133345,0.17289840436090992,-0.11404707487150567,-0.11404707487150567
cfo_to_net_income,-0.2070950054607036,0.033189405374065395,-0.09667768877994973,-0.08058644590906562,0.011331777351173505,0.1807695009452497,-0.026521286262134135,-0.2422224652804367,-0.28285613883255467,-0.023272242927137567,-0.21947978319958403,0.0799625338320236,-0.08536813342495145,-0.24569785212315934,1.0,-0.21132840391431282,-0.09643564505355036,-0.12865288296027147,-0.2635652281781888,-0.19820800884969403,-0.31264046866105566,0.030318144537585686,0.0331528721831026,-0.0034851615050571797,0.09560835025232384,0.07187333250307526,0.09415813853705979,-0.08837231665688997,0.07007946884514865,0.0054482391539579095,-0.026091276107475213,0.052200756785964066,-0.07272360247390537,0.03258444172463902,-0.04722359512114378,0.08088732221363017,0.05814175291375343,-0.07461758713081838,0.04918914847109437,-0.09093940099604707,-0.004324820305504439,0.005413816763896626,-0.0030455353570529617,-0.07086991515842227,-0.07086991515842227,0.019327717420319433,-0.08999023875355074,-0.19446802064365698,-0.19446802064365698
accruals_ratio,0.2407293737055974,-0.12605353868089275,0.14253695954197204,0.540029912063771,-0.00969406675719146,-0.10286441788898884,-0.543712716431249,0.15100486086894763,0.14004496388555468,-0.6616181877944359,0.1185861216032026,-0.7941735435792947,-0.030437269801696157,0.044040918676555116,-0.21132840391431282,1.0,0.27911040530510517,0.20816199728003326,-0.08637270817601354,-0.3396439268917398,-0.03671318123902969,-0.013590070052600918,-0.019457018883894305,0.03297576410246995,-0.06814518216367449,-0.06369521998573248,-0.03265232742372398,-0.016681448658659743,0.003646616796628054,0.04429875289771981,0.03349461547453554,-0.023651056194146494,0.004629472644141416,0.008304134895704935,0.014584198851700413,-0.04353093071291868,0.026797567121030444,0.04394051988895615,-0.047186841776311814,0.047128767895782665,-0.031155670302888183,-0.014119374937098474,0.03647869656597987,0.04892233037096178,0.04892233037096178,-0.044028374282885197,-0.004856488336881253,0.061591973981714995,0.061591973981714995
liquidity_profile_score,0.5916273910315623,-0.39889539414040975,0.7343532686072095,0.6528464387140669,-0.05492652286897659,-0.09331210717212972,-0.3107286278652571,0.23020546536480238,0.11753089578249372,-0.23992897095274454,0.06455845779241497,-0.2950093933995229,0.2711337351523616,0.3266696663111252,-0.09643564505355036,0.27911040530510517,1.0,0.1935170655245738,0.00996135623453826,-0.10722619434998637,0.3925872987585193,0.017449659427616605,0.007629708658641989,0.008971830124365905,-0.13263163584534465,-0.12993223534844922,-0.036027271031344295,-0.026495167761962035,-0.009056325013172035,0.004618736807943442,0.038132284765597074,0.0006168176082030723,-0.026178076847776094,-0.16973657278450371,-0.031771122266546256,0.0028543183912669895,-0.02987650755268886,-0.04513916333104746,0.08901024694484452,-0.01408696282593772,-0.005767443506523163,-0.052248563237959754,-0.02492466434667619,0.1193823059064664,0.1193823059064664,-0.004803535687352242,0.1353322098281517,-0.16709760906815815,-0.16709760906815815
solvency_profile_score,0.06688492122576659,0.05597587648848276,0.18139216733968339,0.24597324719337557,-0.409667526520764,-0.6634188644281858,-0.5255055596084499,0.27656494636557616,0.2289596899638271,-0.06435653159673634,0.21474707565255244,-0.2405124536295004,-0.03052866998085945,0.13125560843584885,-0.12865288296027147,0.20816199728003326,0.1935170655245738,1.0,0.18273560729181787,-0.07401611461839322,0.6123915465948968,-0.06896783711456958,-0.001968635164747505,-0.0022866794454984352,-0.046466371074542566,-0.05000713069440584,-0.035648376020950064,0.014948418927127208,-0.01008395380189066,-0.020188082992924225,-0.027600103904932633,-0.05556213974594338,-0.019213671029024795,-0.020002055796782197,-0.019516183673768294,0.025530162671365427,-0.005223369871838298,-0.035079413358328426,0.03753564147519638,-0.02637341302930163,0.016771014144015776,0.00019435098537777943,-0.013815623492869902,0.05974638926730903,0.05974638926730903,-0.017029880369958224,0.07137822681818642,-0.02303352315058548,-0.02303352315058548
profitability_profile_score,0.025746494711677788,0.1920540406554914,0.07073646740776895,-0.10402445870053244,-0.16631296493997672,-0.280889816634133,0.0816918414143473,0.5613763284761746,0.6857898088486042,0.4587378617084194,0.5786586056713182,0.13382561153640493,0.04185813526032852,0.3587736011477917,-0.2635652281781888,-0.08637270817601354,0.00996135623453826,0.18273560729181787,1.0,0.145300790094251,0.6670008043441942,-0.0509791657076213,-0.04754726852095155,-0.05544351405984185,-0.16517345071180636,-0.21771216773273688,-0.01917752808353547,0.03578451213278933,-0.073815261806435,-0.04314043163227475,0.037573743757667,-0.03906651570005819,0.0724763089963538,-0.06830023925578212,0.08080897969286098,0.07348593109853384,0.04574959997085347,-0.04974701028012989,0.023027663458498847,-0.06804324218784617,0.0202403184963988,-0.011188482041772637,-0.018495826721589118,0.00405604911458423,0.00405604911458423,0.04047842906717538,0.06809255355172242,0.05825438538281211,0.05825438538281211
growth_quality_profile_score,-0.09881440022829593,0.009808779669113666,-0.019949635630260414,-0.22103169612557924,0.09302723882894089,0.04911813663718107,0.24727509502296013,0.011973688076897443,0.10009680542729331,0.38058020519215063,0.14673097993231474,0.32626418138976204,0.1626461378324992,0.27066580176145955,-0.19820800884969403,-0.3396439268917398,-0.10722619434998637,-0.07401611461839322,0.145300790094251,1.0,0.4550814910331396,0.038177768222859045,0.02879594903752842,0.0015276083743077655,-0.005384609903746399,0.03274540985825996,-0.04352932026344733,0.03125679562425456,0.0028628057862374245,0.03623232677926079,-0.0013488107598097973,-0.00027325421403152884,0.06211287157276815,-0.03154876037275546,0.04033250776460185,0.06978284772852619,0.055331753128308146,-0.04139445724894145,0.012610593483551409,-0.07207442870224685,0.023637946413471275,0.017679512266607217,-0.017054345486792934,0.00014253113626435017,0.00014253113626435017,0.04984818404175557,0.06927028170309912,0.06443868782923172,0.06443868782923172
overall_financial_health_score,0.19932908126228108,-0.013361517294321737,0.36604536073352084,0.17280474681539923,-0.2477713462622533,-0.46168305035100865,-0.167161185011337,0.500250676585192,0.5494767631088269,0.288517750896598,0.45086427327635614,0.02007285978925332,0.1673427770713864,0.4690965442072538,-0.31264046866105566,-0.03671318123902969,0.3925872987585193,0.6123915465948968,0.6670008043441942,0.4550814910331396,1.0,-0.030844232276065003,-0.009590491676217217,-0.022847742696698033,-0.13853958634772107,-0.15641737598828487,-0.04360329837559474,0.010872322849082936,-0.0432070819106329,-0.024411117599597815,0.01585137134602349,-0.04113303426752632,0.019697388056682006,-0.10478200620819002,0.019918665498983162,0.10053791316878184,0.041914024748782544,-0.09345121562113684,0.07773665284754623,-0.10379714352527925,0.03601356531716213,-0.015731358884857688,-0.04243958543001324,0.07231657197045048,0.07231657197045048,0.03570124020411365,0.15860573149154727,-0.007060694450303645,-0.007060694450303645
rel_return_5d,0.023781104271223447,0.007310963851427946,-0.0022628794451675593,0.010280169351382,0.04399211248256003,0.037781333133369496,0.03215411423648861,-0.005807986690651754,-0.00620834511013924,-0.0001036435453775079,0.0021921806670822407,-0.021082211327710074,0.03928974147500021,0.03301697531265627,0.030318144537585686,-0.013590070052600918,0.017449659427616605,-0.06896783711456958,-0.0509791657076213,0.038177768222859045,-0.030844232276065003,1.0,0.6918818123514001,0.48223016719493955,-0.020800965731294023,0.03884417082428514,-0.09232873729957171,-0.06144067814570198,0.27445033700316307,0.03944137468800377,0.5507626650138271,0.37067573931511866,-0.005512961182369385,0.011912925787932264,-0.0064736494298014684,0.10027198034173156,0.0769935080757579,-0.08686084365379089,0.03881639986743391,-0.09630337345923314,0.048306584135106245,0.026307290924564297,-0.035581729024571546,0.017937742491313625,0.017937742491313625,0.0023592389458768504,-0.023631199422596567,-0.05675913318771353,-0.05716763160405181
rel_return_10d,0.011477162857656402,0.007350214436493826,0.012892258845219988,-0.008153868309951547,0.02586370168487224,0.003652906787793249,-0.0069910682433120905,-0.014900091724359413,-0.015814367670817463,0.005081975673704961,-0.018364874415657737,0.0009853532629041533,0.03910608676432817,0.026486388685172432,0.0331528721831026,-0.019457018883894305,0.007629708658641989,-0.001968635164747505,-0.04754726852095155,0.02879594903752842,-0.009590491676217217,0.6918818123514001,1.0,0.6992773369380274,-0.01597943344395687,0.033450774519890016,-0.06895131307385975,-0.07123718900445697,0.19445055957424948,0.048083401725996545,0.6215837367375179,0.2195696967158762,-0.04208801706388597,-0.023977371858871117,-0.020028597591710922,0.1061451077684381,0.05558126651218391,-0.10928259310214992,0.07021849892363126,-0.09612580803567737,0.04911126074569882,-0.015234208609769822,-0.06230503356571755,0.0596103228305083,0.0596103228305083,0.04756451125532102,0.03091191979504771,0.007759552650869541,0.007741528519390031
rel_return_21d,0.01908479650894066,-0.03157369127848775,0.007045254244679859,0.0040944744647363985,0.03374170689771196,0.00014043024732133088,0.012178676183570937,0.026448940564363407,0.014658501282785048,-0.04054617896177518,-0.036595861277812704,-0.022745014726338265,0.049661452493842795,-0.005701598424648556,-0.0034851615050571797,0.03297576410246995,0.008971830124365905,-0.0022866794454984352,-0.05544351405984185,0.0015276083743077655,-0.022847742696698033,0.48223016719493955,0.6992773369380274,1.0,-0.08736533878839345,-0.011401517050136119,-0.13155201614067874,-0.0920138222845238,0.18557000337292384,9.701231304962638e-05,0.646180111407861,0.09767563177310656,-0.07089976882450692,-0.014923057586344244,-0.0507764467734097,0.07875105541580324,0.03448377763056727,-0.08059841602595391,0.0547546753738264,-0.07282573620223304,0.05869103860103647,0.005867824152070764,-0.06872772698940761,0.0384029740754697,0.0384029740754697,0.017150610990925144,-0.021827453809674432,-0.011511382948349573,-0.01118513506934532
realized_vol_21d,-0.01839660935869535,-0.11548009954102519,-0.13943250503471827,-0.026860240220669313,-0.011372938094615837,0.049891951276217525,0.03694656787541954,-0.21816064019080728,-0.19643190919742387,0.004412762632603231,-0.12951674536335864,0.09716731014932636,0.012658356892986136,-0.01687468819809838,0.09560835025232384,-0.06814518216367449,-0.13263163584534465,-0.046466371074542566,-0.16517345071180636,-0.005384609903746399,-0.13853958634772107,-0.020800965731294023,-0.01597943344395687,-0.08736533878839345,1.0,0.7544230070102026,0.5834902173780432,0.3481530113601927,0.0377245356102427,0.27452802051634434,-0.35357386032900984,0.04328582257309898,-0.15065549704216205,0.03067443283763997,-0.0789785233113825,-0.16471503901317433,-0.13814594699833851,0.11722701348097135,-0.0270931960469961,0.1642798642402706,-0.0763333837994029,-0.08193397141257716,0.042114031690351994,0.05527536635008761,0.05527536635008761,0.09948162164726569,0.14854983667959556,0.0065177231992616744,0.008170568046954471
realized_vol_63d,0.02092143884965419,-0.10334744480670882,-0.13353843057395634,-0.03144111085724871,-0.015795033031515783,0.06213156486007541,0.07209227277504353,-0.2331248694058684,-0.20975971095054857,0.024014908004566547,-0.13718386562489465,0.09472267146759235,-0.06699945046391392,-0.04918767787739215,0.07187333250307526,-0.06369521998573248,-0.12993223534844922,-0.05000713069440584,-0.21771216773273688,0.03274540985825996,-0.15641737598828487,0.03884417082428514,0.033450774519890016,-0.011401517050136119,0.7544230070102026,1.0,-0.008613218377619246,0.3606803595245804,0.07581054794214208,0.16572402866277447,-0.20138573042622177,0.03545381271580705,-0.08769162364764548,-0.004348081123359617,-0.054771840238724535,-0.16150178505198545,-0.10457767263012983,0.13719869178574165,-0.07565392512955865,0.15960788552159147,-0.06406392363386056,-0.003285051888820743,0.07815016569455481,-0.043934328709604585,-0.043934328709604585,-0.08719840694449454,0.03337347213663607,-0.09306194845135173,-0.09017732886829853
vol_ratio_21d_63d,-0.07043243386183716,-0.034654083945834774,-0.037998253933454657,0.0017263422536429676,0.009563060708034345,0.01776159599511072,-0.03430401606003837,-0.09647064709810316,-0.08164554020667372,-0.026429085915852104,-0.040048769373100195,0.03352156722792575,0.08392673740973514,0.010990419758005743,0.09415813853705979,-0.03265232742372398,-0.036027271031344295,-0.035648376020950064,-0.01917752808353547,-0.04352932026344733,-0.04360329837559474,-0.09232873729957171,-0.06895131307385975,-0.13155201614067874,0.5834902173780432,-0.008613218377619246,1.0,0.0612053599163935,-0.03781651038180623,0.21938958550541507,-0.3064891774324284,0.034905267594986904,-0.12604368006352343,0.07312558770482804,-0.050542124492640735,-0.05229713712392686,-0.09412931430683504,0.005373831080892911,0.0692185195644963,0.05079633206515194,-0.04321378374810742,-0.13138512128636332,-0.03516220599407308,0.11165308287863235,0.11165308287863235,0.2623579121972722,0.15649399656046314,0.11822969253718434,0.1173347766005986
