,current_ratio,quick_ratio,cash_ratio,working_capital_to_total_assets,debt_to_equity,debt_to_assets,long_term_debt_ratio,operating_margin,net_margin,roa,roe,asset_turnover,revenue_growth_qoq,earnings_growth_qoq,cfo_to_net_income,accruals_ratio,liquidity_profile_score,solvency_profile_score,profitability_profile_score,growth_quality_profile_score,overall_financial_health_score,rel_return_5d,rel_return_10d,rel_return_21d,realized_vol_21d,realized_vol_63d,vol_ratio_21d_63d,beta_63d_to_sector,overnight_gap_1d,abs_return_shock_1d,drawdown_21d,return_zscore_21d,volume_ratio_20d,log_volume,abnormal_volume_flag,sec_sentiment_score,sec_positive_prob,sec_negative_prob,sec_neutral_prob,sec_sentiment_abs,sec_sentiment_change_prev,sec_positive_change_prev,sec_negative_change_prev,sec_chunk_count,sec_log_chunk_count,days_since_prior_event,days_since_prior_same_event_type,current_filing_fundamentals_available,fund_snapshot_is_current_event
accruals_ratio,0.07082711197320085,-0.03497143112902976,0.14539421678528944,0.5861614510312587,0.015544469285948714,-0.2654057794518116,-0.33237712892315124,0.034470933259662384,0.04459669601261832,-0.5232063610134954,-0.015693397021762513,-0.7334361488117223,0.08836226071302158,-0.006761656157532595,0.027771405569251808,1.0,0.20947818169261365,0.16313563279660873,0.05041004538368634,-0.20671400515805569,0.08922781090382688,-0.0138584266130014,0.00809252678154391,0.027057204476618593,-0.030009759679169877,-0.020506579553171853,-0.01770964283352083,-0.009381979772118056,0.03606069987227138,0.056071720960952025,0.00392467513035583,-0.016048566716868076,-0.021391246380741254,0.05232611722638307,-0.02353250536185341,-0.08278143246543637,-0.08981919906536877,0.04737901940501833,0.015563189530849663,0.08702717033919502,-0.018505098731858512,-0.01676531362511807,0.013029551465396043,0.080163776218639,0.07726900251937746,-0.0032537916009071103,0.020302873476930397,0.03090534010283656,0.03090534010283656
liquidity_profile_score,0.5922692292584631,-0.5134515959992353,0.5807062729210677,0.29202962615181216,0.04936353991737768,-0.05505045814005206,-0.20175505683773898,0.042868364252627904,-0.02053111763285028,-0.12145662783218288,-0.011240637075438773,-0.14247503572243161,0.34493545475943305,0.2183783808049357,0.13329115751753,0.20947818169261365,1.0,0.16289389394545473,0.015927021934627656,-0.1025763643547131,0.4227857743602426,-0.0036448014920899786,-0.00861036911890111,-0.007290878100553185,-0.10995093432286183,-0.1238042818310428,-0.031994087334636094,-0.01427082882386786,-0.004755919235030336,-0.015134615528656995,0.04225630942143242,-0.008490913113381265,-0.02842220485009293,-0.20127229251192233,-0.04393515137060437,0.003413461574657234,-0.07690513848925487,-0.059455972694761224,0.11510368911168643,-0.026478391553437054,-0.0011609545818149602,-0.056929841825977504,-0.033654974990123473,0.10088021181084435,0.0899202633168926,0.002498747711408856,0.13380442063088838,-0.15699209578892212,-0.15699209578892212
solvency_profile_score,0.04030603549180129,0.0005880829489703681,0.15076134386851306,0.1428284484045019,-0.14518544784124673,-0.35129226975846234,-0.22881485866510035,0.15256195633900152,0.1423105089168126,-0.07663825186179005,0.12175918102366455,-0.1803886185280207,0.056216138247139134,0.11724487035796656,-0.04627967069698261,0.16313563279660873,0.16289389394545473,1.0,0.15927515713789175,-0.06260201039357459,0.6244595248028569,-0.05267203005415068,-0.007376778545730022,-0.01541446594049265,-0.05042975985672566,-0.032340569564071386,-0.0319792798329026,0.008918301946080507,0.012503248868646809,-0.014363157323353824,-0.0015654507765677957,-0.0544710909352913,-0.0350191161257273,-0.020482043991243686,-0.016055539597736496,0.015028127028292156,-0.0001780906859130669,-0.01801722220051512,0.013613000351635061,-0.018310072230250593,0.004991075512953193,-0.007601294570018638,-0.008318925224013273,0.045853911046839196,0.0599532849971594,-0.02011098917116611,0.06944953551461441,-0.021930234512062007,-0.021930234512062007
profitability_profile_score,0.026199506764648575,0.04042204077272336,0.06507749695615975,-0.01150056260222188,0.022986534616088836,-0.17847739667011503,0.014753030831028807,0.09708385488658268,0.12745391288446792,0.16717290049860076,0.012180426458417022,-0.02364866556651015,0.018740908925754203,0.2913535105406608,-0.0973585160458632,0.05041004538368634,0.015927021934627656,0.15927515713789175,1.0,0.1632719948349191,0.6836445381648081,-0.046110821178306165,-0.04931854698973368,-0.03708614860349955,-0.14554908874505446,-0.1475256614471367,-0.02288708985033797,0.016997603535483085,-0.03373369773571409,-0.021889326209573696,0.06423426501997459,-0.02015739786109788,0.0746420792330945,-0.06997776032919703,0.08757474696988092,0.07519473434644829,0.07632042410247981,-0.05024254536173335,-0.004959101967573539,-0.06538315908944478,-0.009674159634320608,-0.02390929412493289,-0.008481105112683794,0.039209586414732295,0.03621713394441049,0.022625841729225247,0.047707756491424176,0.053050213841403876,0.053050213841403876
growth_quality_profile_score,-0.018774551041610965,-0.02302319356785917,0.0028203310410296863,-0.1186430997508878,-0.04030993330112391,0.0822425110698005,0.09103944059883391,0.0895353083420053,0.1137014802351765,0.3159329124672629,0.08477487629689286,0.24769136780029835,0.24592155519625353,0.2725337747621651,-0.014553046018785269,-0.20671400515805569,-0.1025763643547131,-0.06260201039357459,0.1632719948349191,1.0,0.4836977186343915,0.024021905734104815,0.014483073903927054,0.0004302866278342248,-0.022295039303783536,0.023675523018715637,-0.06072286931049802,0.020766010553248636,-0.006407836476841611,0.0067909682027654135,0.010775247670560996,0.011940986716670104,0.023527863455370782,-0.023186494471797058,0.03250275632678947,0.06305221685017222,0.06206605513796413,-0.04453514808559517,0.0015809967431070827,-0.06905310502680152,0.016067827572154112,0.01513256945347505,-0.012941375421143349,-0.005999284584330619,-0.0011599713710601042,0.048929467255321275,0.07670012566376101,0.07159156212914823,0.07159156212914823
overall_financial_health_score,0.2530388758056873,-0.18855881537876912,0.3339720871896177,0.11725422838142588,-0.05146691929200319,-0.20815542685297966,-0.1306818334800854,0.17577375168502807,0.1762341542928527,0.1450024914994797,0.09335745287972476,-0.03833083321298464,0.277858792685872,0.3968586451728027,-0.026178841426592204,0.08922781090382688,0.4227857743602426,0.6244595248028569,0.6836445381648081,0.4836977186343915,1.0,-0.03979722319139428,-0.02587473194624446,-0.032078552632507966,-0.15546972906363032,-0.1285177004311027,-0.06886943108803659,-0.02110146621439062,-0.012261257929629591,-0.03866756992300901,0.04258922433207114,-0.04310007069268053,0.003276345199827511,-0.13284058843879787,0.020053208689729738,0.08533594640567062,0.05179957015345213,-0.08086213530670658,0.04198654285431118,-0.0911983189708084,0.009008900938702925,-0.024956530089012587,-0.029818518215975753,0.06949957411128162,0.0666342914509959,0.0258054224427321,0.13841912286175326,0.01195314711815839,0.01195314711815839
rel_return_5d,0.002766469735565396,0.02968094442211038,-0.028340626589691404,0.018243387179678397,-0.0014974195835060213,0.018320197375378575,0.008109879173375524,0.032727291907018737,0.03350454190788945,0.013299137516152262,0.015427983194032923,-0.0037779468547851835,0.03833946996424493,-0.026454697384507803,-0.03147578034452753,-0.0138584266130014,-0.0036448014920899786,-0.05267203005415068,-0.046110821178306165,0.024021905734104815,-0.03979722319139428,1.0,0.7157767381988785,0.5205382284853233,-0.01912206011222017,0.024610408554175046,-0.05618292568096904,-0.047284016175586994,0.39112194045709175,0.020286371851566086,0.5234964749850515,0.4293175696433004,-0.03523447339427683,0.0011889312568525315,-0.01693964132744496,0.09227915423488611,0.07384308182342307,-0.0779615054252249,0.025708633991080976,-0.08792034343373943,0.033590008825315425,0.01705561898189804,-0.03977835811491605,0.023741153425841866,0.02524933715052642,0.02666575892335438,0.01352241861310335,-0.03574929570556756,-0.03593246401127369
rel_return_10d,-0.0038757173456051364,0.022333842165418834,-0.011271832005940322,0.031392053564273596,-0.03231360052993838,-0.0007354416212127068,-0.02766817438550365,0.06267536721902815,0.06088775530209721,-0.004409821177683845,0.023796612363902774,-0.020339943354997204,0.04773879066673127,0.00034940465892360463,-0.008454808379635147,0.00809252678154391,-0.00861036911890111,-0.007376778545730022,-0.04931854698973368,0.014483073903927054,-0.02587473194624446,0.7157767381988785,1.0,0.7300930142514757,0.011299632677661523,0.029963729313595512,-0.03965235851750211,-0.05577362342123744,0.2827010003647609,0.038519671461551455,0.6070600113985626,0.27994804024064857,-0.05142605490926508,-0.03327131887985291,-0.02105287919128407,0.10501371151013225,0.065567245928699,-0.10288623446942108,0.05201487227344209,-0.09431488915498333,0.03288447731902248,-0.010190961307919903,-0.05570971964004775,0.02922242594165868,0.028458575919329963,0.04244029222066582,0.029899303444003714,0.0024341562023233714,0.0024898472903654534
rel_return_21d,0.01378748587270682,-0.018731052675953107,-0.01712559441152331,0.030706038331734173,-0.02529796332666776,-0.025185713873033852,-0.01584035958142822,0.041610507798399546,0.03785546096675676,-0.014002327087565342,-0.037543424502354844,-0.01985862452298991,0.05444567507355868,0.02780065933220936,-0.0170251476196911,0.027057204476618593,-0.007290878100553185,-0.01541446594049265,-0.03708614860349955,0.0004302866278342248,-0.032078552632507966,0.5205382284853233,0.7300930142514757,1.0,-0.005403854224866765,0.04396251993443875,-0.10141063361570801,-0.08314694433056888,0.23131737919953438,-0.014598466047826414,0.6484677279828346,0.16210349929365916,-0.09377564130197952,-0.027169168252160775,-0.06546638747555425,0.06302884107684434,0.026028086385530683,-0.07135551823212823,0.048680250347975934,-0.058434291012350544,0.037669130214048316,0.0007052456177481436,-0.05319768215616586,0.038913528111193973,0.03512932968394229,0.03310499432407133,0.0009352293275164397,-0.020953667165481225,-0.020729824284032423
realized_vol_21d,-0.059257389254672534,-0.033059526657376735,-0.08378452620973975,0.03369410678238862,0.021439021330808872,0.0452664521669715,0.03796430670788907,-0.054290287953727215,-0.024858701796483796,-0.0026974898281379675,-0.07334792987189251,0.03306989449060596,0.04095256221987569,-0.021804387787571638,0.014726143148141756,-0.030009759679169877,-0.10995093432286183,-0.05042975985672566,-0.14554908874505446,-0.022295039303783536,-0.15546972906363032,-0.01912206011222017,0.011299632677661523,-0.005403854224866765,1.0,0.7475412534790614,0.5568814144896267,0.30678517681565,-0.015189955554912577,0.28290017589960836,-0.45470990971976444,0.017870565389942174,-0.09210163002607016,0.07268383222760594,-0.12100086221172934,-0.14851148963220637,-0.13770698963635644,0.10638599919411847,-0.006013425760854363,0.15491143234179702,-0.11036587692910811,-0.09878280657727669,0.08849119250875134,0.040656922147023794,0.031223940045987827,0.04892927183187562,0.1240869235990669,-0.02835944297738925,-0.026989945437418734
realized_vol_63d,-0.04764687170847639,-0.006630813177865072,-0.09534581346800862,-0.023893732709752633,-0.01580147654917827,0.0650755475121614,0.1514267652158766,0.02504788214036939,0.05480032049364478,-0.001445368502507565,-0.07229236753253195,0.0257631624205456,-0.014148405775986294,-0.04176027921049366,0.00224485361006492,-0.020506579553171853,-0.1238042818310428,-0.032340569564071386,-0.1475256614471367,0.023675523018715637,-0.1285177004311027,0.024610408554175046,0.029963729313595512,0.04396251993443875,0.7475412534790614,1.0,-0.06712379653868995,0.3256310263965807,0.031785354764657284,0.1646131461632321,-0.2541539230421869,0.013568107175221975,-0.08538500354307409,0.007247270620846295,-0.0842206622411479,-0.15720172798251228,-0.07714971848303886,0.16017021488146121,-0.09799145440129292,0.16630648743094417,-0.07397286908029933,0.014729447346387056,0.11968817180140637,-0.05214798624083029,-0.048416361929607694,-0.11781410008964964,0.019540647910272175,-0.10805712680257169,-0.1061997707972473
vol_ratio_21d_63d,-0.05768520425017032,-0.025087907129135174,-0.04183302570329142,0.06178116201857487,0.03631749543229385,0.0006981451225939984,-0.10971608702099593,-0.11816178967502917,-0.09982905432330667,-9.457554887251429e-05,-0.03377273785466549,0.012324527637993679,0.06130743210665317,-0.007725917981844516,0.013159038050185187,-0.01770964283352083,-0.031994087334636094,-0.0319792798329026,-0.02288708985033797,-0.06072286931049802,-0.06886943108803659,-0.05618292568096904,-0.03965235851750211,-0.10141063361570801,0.5568814144896267,-0.06712379653868995,1.0,0.05092436345456725,-0.07535199317308698,0.25721358627351765,-0.3661956939200566,0.01546914359502273,-0.022202355444003116,0.08750858378242499,-0.06420114500636294,-0.0552066501599889,-0.1142757535664531,-0.005021703773775796,0.08366703261456791,0.049617842807464285,-0.06085904470243776,-0.14969783204607748,-0.021601911158660527,0.14181742948162995,0.12682032986110126,0.24847024987342498,0.18225800933216288,0.11480803599484572,0.11412114144097173
